# From MPO431490
187 Lamberta,e,10.5878,21.7071,196.9367,2.727859,0.2187617,0.24168032,348.7262,03/23.0/2018,2000,H 8.16,0.15
# From MPO416703
192 Nausikaa,e,6.7976,343.1391,30.5290,2.404122,0.2644047,0.24497807,252.4948,03/23.0/2018,2000,H 7.13,0.03
# From MPO416703
196 Philomela,e,7.2631,72.3229,198.7051,3.112682,0.1794741,0.01595238,21.0649,03/23.0/2018,2000,H 6.54,0.15
# From MPO416703
198 Ampella,e,9.3200,268.2612,89.0802,2.459468,0.2555303,0.22683880,283.9350,03/23.0/2018,2000,H 8.33,0.15
# From MPO416704
230 Athamantis,e,9.4510,239.8540,140.1469,2.381866,0.2681193,0.06135671,275.9484,03/23.0/2018,2000,H 7.35,0.27
# From MPO431494
346 Hermentaria,e,8.7521,91.9460,292.1459,2.795642,0.2108540,0.10164797,315.1052,03/23.0/2018,2000,H 7.13,0.15
# From MPO431494
354 Eleonora,e,18.3983,140.3656,5.5513,2.798886,0.2104875,0.11428674,250.0545,03/23.0/2018,2000,H 6.44,0.37
# From MPO431497
511 Davida,e,15.9389,107.6049,337.5486,3.163645,0.1751550,0.18808944,263.8536,03/23.0/2018,2000,H 6.22,0.16
# From MPO421631
584 Semiramis,e,10.7232,282.0395,85.4740,2.373455,0.2695458,0.23329601,327.7069,03/23.0/2018,2000,H 8.71,0.24
# From MPO431499
674 Rachele,e,13.5101,58.1386,41.9396,2.921868,0.1973391,0.19552293,266.0315,03/23.0/2018,2000,H 7.42,0.15
